Questão,Resposta,Resposta para anotação,Resposta oficial (medicina)
"Fiz o exame para levar para o médico, me digam se está alto. Hemoglobina glicada 6,4. Glicemia em jejum 116.","No tratamento da pessoa com diabetes, os valores ideais de glicose no sangue (glicemia) dependem de vários fatores, como a hora do dia em que a medida é feita e quando foi consumida a última refeição. De modo geral, em jejum e antes das refeições, a glicemia alvo está entre 80 e 130. Por outro lado, até 2 horas depois das refeições, tolera-se uma glicemia de até 180. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando valores de glicemia mais baixos. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de glicemia mais altas. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso. Em relação a glicada, de modo geral, no tratamento da pessoa com diabetes, busca-se atingir valores de hemoglobina glicada (HbA1c) menores que 7,0%. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando um valor de hemoglobina glicada (HbA1c) próximo a 6,5%. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de hemoglobina glicada (HbA1c) próximas a 8%. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso.","No tratamento da pessoa com diabetes, os valores ideais de glicose no sangue (glicemia) dependem de vários fatores, como a hora do dia em que a medida é feita e quando foi consumida a última refeição. De modo geral, em jejum e antes das refeições, a glicemia alvo está entre 80 e 130. Por outro lado, até 2 horas depois das refeições, tolera-se uma glicemia de até 180. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando valores de glicemia mais baixos. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de glicemia mais altas. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso. Em relação a glicada, de modo geral, no tratamento da pessoa com diabetes, busca-se atingir valores de hemoglobina glicada (HbA1c) menores que 7,0%. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando um valor de hemoglobina glicada (HbA1c) próximo a 6,5%. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de hemoglobina glicada (HbA1c) próximas a 8%. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso.",
"Boa tarde, o que é glicada?","A glicada é um exame chamado de ""Hemoglobina glicada"" e é muito útil para avaliar se o tratamento do diabetes está sendo adequado ou não. Esse exame mostra quantidade média de glicose no sangue de uma pessoa durante um longo período e não só no momento da coleta (que é o acontece com o exame ""glicemia de jejum"").","A glicada é um exame chamado de ""Hemoglobina glicada"" e é muito útil para avaliar se o tratamento do diabetes está sendo adequado ou não. Esse exame mostra quantidade média de glicose no sangue de uma pessoa durante um longo período e não só no momento da coleta (que é o acontece com o exame ""glicemia de jejum"").",
"Boa tarde, o que é glicada?","Para tratar o diabetes deve-se comer de forma saudável, praticar exercícios físicos regularmente e, quando necessário, usar remédios que forem prescritos pelo médico. Normalmente, o objetivo do tratamento é fazer a glicemia (quantidade de açúcar no sangue) abaixar devagar e ficar controlada ao longo do dia. Quando uma pessoa descobre que tem diabetes por causa dos sintomas, isso normalmente significa que a glicemia dela estava muito alta. Nesse caso, pode ser necessário um tratamento que abaixe a quantidade de açúcar do sangue mais rapidamente.","Para tratar o diabetes deve-se comer de forma saudável, praticar exercícios físicos regularmente e, quando necessário, usar remédios que forem prescritos pelo médico. Normalmente, o objetivo do tratamento é fazer a glicemia (quantidade de açúcar no sangue) abaixar devagar e ficar controlada ao longo do dia. Quando uma pessoa descobre que tem diabetes por causa dos sintomas, isso normalmente significa que a glicemia dela estava muito alta. Nesse caso, pode ser necessário um tratamento que abaixe a quantidade de açúcar do sangue mais rapidamente.",
"Bom dia, podem tirar uma dúvida? Medi minha glicose hoje de manhã em jejum e deu 160; não comi nada ainda e fui medir de novo, deu 190. Isso é normal ou pode ser ansiedade? Obrigado.","No tratamento da pessoa com diabetes, os valores ideais de glicose no sangue (glicemia) dependem de vários fatores, como a hora do dia em que a medida é feita e quando foi consumida a última refeição. De modo geral, em jejum e antes das refeições, a glicemia alvo está entre 80 e 130. É impossível saber se o aparelho está realizando a medida correta sem que ele tenha sido calibrado. Assim, é recomendado que se calibre o glicosímetro (aparelho que mede a quantidade de açúcar no sangue) sempre que for abrir um novo pacote de fitas de testagem. Essa calibragem pode ser realizada em farmácias.","No tratamento da pessoa com diabetes, os valores ideais de glicose no sangue (glicemia) dependem de vários fatores, como a hora do dia em que a medida é feita e quando foi consumida a última refeição. De modo geral, em jejum e antes das refeições, a glicemia alvo está entre 80 e 130. É impossível saber se o aparelho está realizando a medida correta sem que ele tenha sido calibrado. Assim, é recomendado que se calibre o glicosímetro (aparelho que mede a quantidade de açúcar no sangue) sempre que for abrir um novo pacote de fitas de testagem. Essa calibragem pode ser realizada em farmácias.",
Preciso me preocupar com a glicemia alta no jejum da manhã?,"O maior desgaste do corpo parece vir de níveis instáveis durante o dia, e não de níveis estáveis mas levemente altos em jejum. Seria bom se a glicemia estivesse abaixo de 100, idealmente entre 80 e 90, mas se você for regrado no seu estilo de vida, poderá manter uma boa saúde. Certos hormônios elevam os níveis noturnos, contribuindo para picos matinais.","O maior desgaste do corpo parece vir de níveis instáveis durante o dia, e não de níveis estáveis mas levemente altos em jejum. Seria bom se a glicemia estivesse abaixo de 100, idealmente entre 80 e 90, mas se você for regrado no seu estilo de vida, poderá manter uma boa saúde. Certos hormônios elevam os níveis noturnos, contribuindo para picos matinais.",
"Por favor, me esclareçam: minha glicemia nunca chega a 200. No entanto, pela manhã tem estado de 110 a 150, tem variado, mas durante o dia sempre abaixa. Mas desde que passei a controlar (medir), nunca chegou a 90 ou mesmo 100. Será que posso me considerar diabética?","A medição da glicemia capilar periférica (também chamada de teste hemoglicólico, hemoglicoteste ou HGT) é muito importante para o controle do diabetes, pois dá uma noção de como a quantidade de açúcar no sangue varia ao longo do dia. Porém, normalmente esse teste não pode ser usado para saber se a pessoa tem diabetes ou não. O diagnóstico do diabetes é feito através exames de sangue, que é colhido em laboratório para isso.","A medição da glicemia capilar periférica (também chamada de teste hemoglicólico, hemoglicoteste ou HGT) é muito importante para o controle do diabetes, pois dá uma noção de como a quantidade de açúcar no sangue varia ao longo do dia. Porém, normalmente esse teste não pode ser usado para saber se a pessoa tem diabetes ou não. O diagnóstico do diabetes é feito através exames de sangue, que é colhido em laboratório para isso.",
"Pessoal, fiz um bolinho que vi aqui no grupo com farinha de aveia, banana, maçã e canela, acabei comendo demais e passo nervoso todo dia com meus filhos. Hoje quebraram espelho e sujam a casa 24h. Me ajudem, tem algo pra baixar logo? Faz 1h30 que eu comi e tomei, em seguida, 20 unidades de insulina NPH e agora um Metformina no desespero. Meus dextros têm estado bons, mas eu estou gastando todas as fitinhas do aparelho no desespero, principalmente na madrugada, com hipoglicemia.","Variações muito grandes na glicemia são perigosas e devem ser evitadas, por isso o ideal é manter um controle com o seu médico. Se a sua glicemia estiver variando muito, é importante se consultar com o seu médico para que ele ajuste o seu tratamento. Além disso, não se deve fazer uso dos seus medicamentos de maneira diferente daquela que seu médico receitou, seja tomando mais ou tomando menos.","Variações muito grandes na glicemia são perigosas e devem ser evitadas, por isso o ideal é manter um controle com o seu médico. Se a sua glicemia estiver variando muito, é importante se consultar com o seu médico para que ele ajuste o seu tratamento. Além disso, não se deve fazer uso dos seus medicamentos de maneira diferente daquela que seu médico receitou, seja tomando mais ou tomando menos.",
"Boa noite. Minha diabetes está dando 87, 80 e 78; antes estava 255. Vocês acham que minha diabetes é tipo 2? Será que só com alimentação posso deixar de tomar Glifage?","Se você estiver bem controlado do seu diabetes, então o risco de fazer uma tatuagem são os mesmos de qualquer outra pessoa. Porém, pessoas com diabetes descontrolado e/ou uma glicemia que varie muito, têm uma cicatrização prejudicada. Por isso, o ideal é perguntar ao seu médico se você pode ou não fazer tatuagens.","Se você estiver bem controlado do seu diabetes, então o risco de fazer uma tatuagem são os mesmos de qualquer outra pessoa. Porém, pessoas com diabetes descontrolado e/ou uma glicemia que varie muito, têm uma cicatrização prejudicada. Por isso, o ideal é perguntar ao seu médico se você pode ou não fazer tatuagens.",
"Gente, podemos comer banana verde frita?","A fritura, principalmente se feita com óleos tradicionais, não é indicada para pacientes diabéticos. Mas é importante lembrar que tudo em excesso faz mal e, mais importante que comer ou não determinado alimento, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é importante se consultar com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta que seja ideal para você.","A fritura, principalmente se feita com óleos tradicionais, não é indicada para pacientes diabéticos. Mas é importante lembrar que tudo em excesso faz mal e, mais importante que comer ou não determinado alimento, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é importante se consultar com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta que seja ideal para você.",
Estou tomando medicação e estou me sentindo mal. Muito enjôo e acho que pressão. Isso é normal no começo?,"Esses sintomas podem ter diversas causas! Uma delas é a gastroparesia diabética, uma complicação da diabetes mal controlada que prejudica o funcionamento do estômago, causando dores e sensação de empachamento. O tratamento envolve um bom controle glicêmico, hidratação e uma dieta pobre em gordura e rica em fibras. É importante que você se consulte com um médico para avaliar melhor esse problema e definir o melhor tratamento para você!","Esses sintomas podem ter diversas causas! Uma delas é a gastroparesia diabética, uma complicação da diabetes mal controlada que prejudica o funcionamento do estômago, causando dores e sensação de empachamento. O tratamento envolve um bom controle glicêmico, hidratação e uma dieta pobre em gordura e rica em fibras. É importante que você se consulte com um médico para avaliar melhor esse problema e definir o melhor tratamento para você!",
"Oi gente, canela ajuda realmente a abaixar a glicose?","Não existe um alimento específico que previne o diabetes. A prevenção do diabetes deve ser feita por todas as pessoas, sem exceção! É feita por meio de uma alimentação equilibrada e realização de atividade física por pelo menos uma hora e 30 minutos na semana.","Não existe um alimento específico que previne o diabetes. A prevenção do diabetes deve ser feita por todas as pessoas, sem exceção! É feita por meio de uma alimentação equilibrada e realização de atividade física por pelo menos uma hora e 30 minutos na semana.",
"Oi gente, canela ajuda realmente a abaixar a glicose?","A manga é um alimento com muitas calorias, por isso ele deve ser consumido com moderação pelas pessoas com diabetes. É importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades.","A manga é um alimento com muitas calorias, por isso ele deve ser consumido com moderação pelas pessoas com diabetes. É importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades.",
"Gente, alguém de vocês que tem diabetes emagreceu muito mesmo sem fazer dieta? O que fizeram para engordar? Estou perdendo muito peso, me ajudem.","Quando a pessoa com diabetes percebe que está emagrecendo sem fazer dieta é um sinal de que a glicemia (açúcar no sangue) pode estar mais alta do que deveria. Porém, a perda de peso também é um efeito colateral possível de alguns medicamentos usados no tratamento do diabetes. Essa mudança na balança também pode ser causada por diversos outros motivos, por isso, é sempre importante procurar o seu médico quando perceber um emagrecimento, para que ele avalie a provável causa e faça mudanças no tratamento, se necessário.","Quando a pessoa com diabetes percebe que está emagrecendo sem fazer dieta é um sinal de que a glicemia (açúcar no sangue) pode estar mais alta do que deveria. Porém, a perda de peso também é um efeito colateral possível de alguns medicamentos usados no tratamento do diabetes. Essa mudança na balança também pode ser causada por diversos outros motivos, por isso, é sempre importante procurar o seu médico quando perceber um emagrecimento, para que ele avalie a provável causa e faça mudanças no tratamento, se necessário.",
Remédios para diabetes emagrece?,"Alguns medicamentos prescritos para o tratamento do diabetes diminuem o apetite e aumentam a sensação de saciedade. Como consequência, a pessoa que faz uso deles pode vir a perder peso. No entanto, é importante saber que tais medicamentos destinam-se apenas ao tratamento do diabetes, eles não são emagrecedores. O uso deles por pessoas que não possuem diabetes (mesmo que obesos) não é recomendável e pode causar prejuízos à saúde.","Alguns medicamentos prescritos para o tratamento do diabetes diminuem o apetite e aumentam a sensação de saciedade. Como consequência, a pessoa que faz uso deles pode vir a perder peso. No entanto, é importante saber que tais medicamentos destinam-se apenas ao tratamento do diabetes, eles não são emagrecedores. O uso deles por pessoas que não possuem diabetes (mesmo que obesos) não é recomendável e pode causar prejuízos à saúde.",
Alguém sabe se alguns remédios podem fazer a pessoa engordar?,"Sim! Inúmeros medicamentos tem como efeito colateral o ganho de peso, como por exemplo a pioglitazona, as glinidas, as sulfoniuréias e até mesmo a insulina, que são todos remédios utilizados para o tratamento do diabetes. No entanto, é preciso conversar com seu médico para avaliar se esse ganho de peso é de fato por causa do remédio ou por outras razões. Além disso, é papel do medico decidir, junto a você, se o ganho de peso justifica ou não a suspensão/substituição do remédio.","Sim! Inúmeros medicamentos tem como efeito colateral o ganho de peso, como por exemplo a pioglitazona, as glinidas, as sulfoniuréias e até mesmo a insulina, que são todos remédios utilizados para o tratamento do diabetes. No entanto, é preciso conversar com seu médico para avaliar se esse ganho de peso é de fato por causa do remédio ou por outras razões. Além disso, é papel do medico decidir, junto a você, se o ganho de peso justifica ou não a suspensão/substituição do remédio.",
"Hoje estou sentindo muita dor nas panturrilhas, será que é normal para quem tem diabetes?","Seria importante que vocês nos contasse como é o padrão dessa dor? Onde exatamente que dói? Nas duas pernas ou só em uma? Tem algum horário que dói mais? Essa dor caminha para algum outro local? Fica quente, vermelho ou inchado? De qualquer forma, é importante avaliar como está o controle do seu diabetes, porque essa dor pode ser devido a uma complicação crônica do diabetes, chamada neuropatia. Se você já possui algum dano ou dor crônica existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o seu acompanhamento.","Seria importante que vocês nos contasse como é o padrão dessa dor? Onde exatamente que dói? Nas duas pernas ou só em uma? Tem algum horário que dói mais? Essa dor caminha para algum outro local? Fica quente, vermelho ou inchado? De qualquer forma, é importante avaliar como está o controle do seu diabetes, porque essa dor pode ser devido a uma complicação crônica do diabetes, chamada neuropatia. Se você já possui algum dano ou dor crônica existem tratamentos farmacológicos (remédios) que podem auxiliar no controle da dor, mas que devem ser prescritos pelo médico que faz o seu acompanhamento.",
"Hoje estou sentindo muita dor nas panturrilhas, será que é normal para quem tem diabetes?","Seria importante que vocês nos contasse como é o padrão dessa dor. Onde exatamente que dói? Nas articulações de um lado só ou dos dois lados? Tem algum horário que dói mais? Essa dor caminha para algum outro local? Fica quente, vermelho ou inchado? Quando você acorda como está a dor? Esse quadro pode ter inúmeras causas e pode estar relacionado ou não com o diabetes. É preciso mais informações para entender melhor o que está acontecendo. De qualquer forma, o mais importante é que você procure um médico para que ele possa te avaliar e tomar as melhores condutas para o seu caso.","Seria importante que vocês nos contasse como é o padrão dessa dor. Onde exatamente que dói? Nas articulações de um lado só ou dos dois lados? Tem algum horário que dói mais? Essa dor caminha para algum outro local? Fica quente, vermelho ou inchado? Quando você acorda como está a dor? Esse quadro pode ter inúmeras causas e pode estar relacionado ou não com o diabetes. É preciso mais informações para entender melhor o que está acontecendo. De qualquer forma, o mais importante é que você procure um médico para que ele possa te avaliar e tomar as melhores condutas para o seu caso.",
"Gente, quem toma Metformina de 850 pode tomar vinho?","A cerveja é um alimento com muitas calorias e carboidratos. O seu consumo faz subir muito a quantidade de açúcar no sangue (glicemia), e, portanto, deve ser evitado pelas pessoas com diabetes. É importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades.","A cerveja é um alimento com muitas calorias e carboidratos. O seu consumo faz subir muito a quantidade de açúcar no sangue (glicemia), e, portanto, deve ser evitado pelas pessoas com diabetes. É importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades.",
"Existem diabéticos em quem a glicose não abaixa. Nem beber pode, mas alguns bebem e nada têm. Cerveja puro malte é recomendável?","É importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades. Em outras palavras, tomar uma cerveja de vez em quando e com moderação não está proibido, desde que se tome as medidas necessárias para controlar corretamente o diabetes.","É importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades. Em outras palavras, tomar uma cerveja de vez em quando e com moderação não está proibido, desde que se tome as medidas necessárias para controlar corretamente o diabetes.",
"Alguém sabe me dizer se glicada 7,1 é bom ou ruim?","De modo geral, no tratamento da pessoa com diabetes, busca-se atingir valores de hemoglobina glicada (HbA1c) menores que 7,0%. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando um valor de hemoglobina glicada (HbA1c) próximo a 6,5%. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de hemoglobina glicada (HbA1c) próximas a 8%. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso.","De modo geral, no tratamento da pessoa com diabetes, busca-se atingir valores de hemoglobina glicada (HbA1c) menores que 7,0%. No entanto, essa meta pode ser alterada de acordo com algumas características de cada indivíduo. Nesse sentido, o médico pode optar por fazer um controle mais restrito em pessoas jovens, saudáveis e/ou com pouco tempo de diabetes, buscando um valor de hemoglobina glicada (HbA1c) próximo a 6,5%. Por outro lado, pode-se tolerar um controle menos restrito em pessoas idosas, com outros problemas de saúde e/ou com longo tempo de diabetes, estabelecendo metas de hemoglobina glicada (HbA1c) próximas a 8%. Portanto, ainda que seu exame esteja dentro das metas acima, pode ser que elas não sejam as mais adequadas para você, por isso é muito importante que você mantenha controle regular com um médico, que irá estabelecer o melhor tratamento para o seu caso.",
Quem tem diabetes tem que tomar insulina para sempre?,"Pessoa com diabetes tipo 1 devem administrar insulina pelo resto da vida (são insulinodependentes) porque não conseguem produzi-la por conta própria. Quem tem diabetes tipo 2, pode ser que, caso siga rigorosamente o tratamento, não precise mais administrar insulina depois de um tempo. Já em se tratando de diabetes gestacional, o uso da insulina só é feito durante a gestação. Depois do parto os níveis de açúcar no sangue voltam ao normal.","Pessoa com diabetes tipo 1 devem administrar insulina pelo resto da vida (são insulinodependentes) porque não conseguem produzi-la por conta própria. Quem tem diabetes tipo 2, pode ser que, caso siga rigorosamente o tratamento, não precise mais administrar insulina depois de um tempo. Já em se tratando de diabetes gestacional, o uso da insulina só é feito durante a gestação. Depois do parto os níveis de açúcar no sangue voltam ao normal.",
Alguém que toma ese remédio sabe se é normal passar mal depois do almoço e do jantar? Tomo 1 por dia (Cloridrato de Metformina).,"O uso da Metformina pode provocar falta de apetite, náusea, vômitos, dor abdominal (cólica) e diarreia. Estes efeitos colaterais costumam desaparecer ou diminuir depois de alguns meses usando esse remédio. É sempre importante conversar com o seu médico a respeito do que você está sentindo. Ele pode mudar a dose da Metformina ou pensar em substituir por algum outro remédio que tenha menos efeitos colaterais.","O uso da Metformina pode provocar falta de apetite, náusea, vômitos, dor abdominal (cólica) e diarreia. Estes efeitos colaterais costumam desaparecer ou diminuir depois de alguns meses usando esse remédio. É sempre importante conversar com o seu médico a respeito do que você está sentindo. Ele pode mudar a dose da Metformina ou pensar em substituir por algum outro remédio que tenha menos efeitos colaterais.",
Alguém que toma ese remédio sabe se é normal passar mal depois do almoço e do jantar? Tomo 1 por dia (Cloridrato de Metformina).,"O melhor momento para se tomar o Glifage (também conhecido como Metformina) é depois de uma refeição. Não tem problema se isso ocorrer perto da hora de dormir ou depois do almoço. É importante lembrar que deve-se seguir a orientação do seu médico e nenhuma mudança na medicação (quantidade, horário, tipo, etc) deve ser feita sem consultá-lo.","O melhor momento para se tomar o Glifage (também conhecido como Metformina) é depois de uma refeição. Não tem problema se isso ocorrer perto da hora de dormir ou depois do almoço. É importante lembrar que deve-se seguir a orientação do seu médico e nenhuma mudança na medicação (quantidade, horário, tipo, etc) deve ser feita sem consultá-lo.",
"Pessoal, o médico me receitou 2 comprimidos de Glifage e 1 de Xigduo à noite, o Glifage após o jantar. Só que chego às 22 horas, janto e lá pelas 23 horas, ou meia-noite, durmo. Faz mal tomar esse remédio próximo da hora de dormir?",O melhor momento para se tomar o Glifage (também conhecido como Metformina) é depois de uma refeição. Não tem problema se isso ocorrer perto da hora de dormir.,O melhor momento para se tomar o Glifage (também conhecido como Metformina) é depois de uma refeição. Não tem problema se isso ocorrer perto da hora de dormir.,
Quais medidas posso tomar para melhorar os sintomas nos pés?,"A pessoa com diabetes deve ter sempre uma grande atenção com a saúde dos pés. Machucados podem ocorrer sem serem percebidos e as feridas demoram mais para sarar. Dependendo da gravidade da infecção, pode ser necessário o tratamento com antibióticos orais ou intravenosos. Caso contrário, uma infecção mal tratada pode levar à amputação do membro.","A pessoa com diabetes deve ter sempre uma grande atenção com a saúde dos pés. Machucados podem ocorrer sem serem percebidos e as feridas demoram mais para sarar. Dependendo da gravidade da infecção, pode ser necessário o tratamento com antibióticos orais ou intravenosos. Caso contrário, uma infecção mal tratada pode levar à amputação do membro.",
"Doutor, o que fazer para aliviar as dores?","Seria importante que vocês nos contasse como é o padrão dessa dor? Onde exatamente que dói? Nas duas pernas ou só em uma? Tem algum horário que dói mais? Essa dor caminha para algum outro local? Fica quente, vermelho ou inchado?","Seria importante que vocês nos contasse como é o padrão dessa dor? Onde exatamente que dói? Nas duas pernas ou só em uma? Tem algum horário que dói mais? Essa dor caminha para algum outro local? Fica quente, vermelho ou inchado?",
Existe algum exame que detecta as neuropatias?,"A detecção das neuropatias, na grande maioria das vezes, é feita dentro do consultório médico, sem a necessidade de se fazer exames extras (como o estudo das fibras nervosas, chamado de eletroneuromiografia). O médico que faz seu acompanhamento pode detectar a neuropatia por meio de perguntas e de alguns testes realizados ao te examinar. Lembrando que é importante que uma vez por ano esse médico procure por sinais de neuropatia.","A detecção das neuropatias, na grande maioria das vezes, é feita dentro do consultório médico, sem a necessidade de se fazer exames extras (como o estudo das fibras nervosas, chamado de eletroneuromiografia). O médico que faz seu acompanhamento pode detectar a neuropatia por meio de perguntas e de alguns testes realizados ao te examinar. Lembrando que é importante que uma vez por ano esse médico procure por sinais de neuropatia.",
"Faço caminhada. Alguém de vocês fica com as mãos dormentes à noite? Nas mãos, é um uma dormência normal, como quando a gente dorme em cima do braço.","Em pessoas com diabetes há duas principais causas para haver sensação de dormência nas mãos. A primeira é a mais comum, que é a piora na circulação quando elas deitam em cima do braço ou da mão, essa dor melhora espontaneamente com a mudança de posição. A segunda causa é a neuropatia diabética, que normalmente causa dor em queimação ou formigamento nos membros (mãos, braços, pés ou pernas), mas que também pode aparecer como dormência. Quando a causa é a neuropatia, normalmente a dor não passa espontaneamente, podendo até acordar a pessoa durante a noite de tanto incômodo. Caso você pense que está com sintomas de neuropatia, é muito importante que você agende uma consulta com o seu médico o mais rápido possível para que ele possa avaliar a sua situação e propor algum tratamento, se possível.","Em pessoas com diabetes há duas principais causas para haver sensação de dormência nas mãos. A primeira é a mais comum, que é a piora na circulação quando elas deitam em cima do braço ou da mão, essa dor melhora espontaneamente com a mudança de posição. A segunda causa é a neuropatia diabética, que normalmente causa dor em queimação ou formigamento nos membros (mãos, braços, pés ou pernas), mas que também pode aparecer como dormência. Quando a causa é a neuropatia, normalmente a dor não passa espontaneamente, podendo até acordar a pessoa durante a noite de tanto incômodo. Caso você pense que está com sintomas de neuropatia, é muito importante que você agende uma consulta com o seu médico o mais rápido possível para que ele possa avaliar a sua situação e propor algum tratamento, se possível.",
"Bom dia. Gostaria de saber o que acontece: minha glicemia sempre estava em 95 em jejum e, agora, essa semana, levanto e está 108, mas não ando comendo à noite. Como pode estar subindo desse jeito?","Em algumas pessoas, a quantidade de açúcar no sangue fica mais elevada durante os períodos de jejum. É muito importante que se investigue o porquê disso estar acontecendo. Para isso deve-se levar em conta quais os remédios que a pessoa está tomando, se existe alguma outra doença além do diabetes, se alguém da família tem algum problema semelhante, dentre outras coisas. É importante avaliar muito bem a pessoa para poder elaborar o melhor tratamento possível.","Em algumas pessoas, a quantidade de açúcar no sangue fica mais elevada durante os períodos de jejum. É muito importante que se investigue o porquê disso estar acontecendo. Para isso deve-se levar em conta quais os remédios que a pessoa está tomando, se existe alguma outra doença além do diabetes, se alguém da família tem algum problema semelhante, dentre outras coisas. É importante avaliar muito bem a pessoa para poder elaborar o melhor tratamento possível.",
Por que meu nível de glicemia não normaliza?,"A pessoa com diabetes tem ficar constantemente se esforçando para manter a glicemia dentro dos níveis adequados. Não é uma tarefa fácil, e muitas vezes demora-se para conseguir obter os resultados desejados. Saber quais são os fatores que podem fazer com que a glicose no sangue atinja valores muito altos (hiperglicemia) ou muito baixos (hipoglicemia) ajuda muito na tarefa de manter a glicemia sob controle.","A pessoa com diabetes tem ficar constantemente se esforçando para manter a glicemia dentro dos níveis adequados. Não é uma tarefa fácil, e muitas vezes demora-se para conseguir obter os resultados desejados. Saber quais são os fatores que podem fazer com que a glicose no sangue atinja valores muito altos (hiperglicemia) ou muito baixos (hipoglicemia) ajuda muito na tarefa de manter a glicemia sob controle.",
Por que a minha glicemia é mais alta logo depois de acordar do que duas horas depois do almoço?,Os níveis deglicemia em jejum são geralmente mais altos no início da manhã devido ao aumento da atividade hormonal durante a noite e tendem a diminuir para níveis mais normais durante o dia.,Os níveis deglicemia em jejum são geralmente mais altos no início da manhã devido ao aumento da atividade hormonal durante a noite e tendem a diminuir para níveis mais normais durante o dia.,
